Created: 04-Feb-2009
 
 
Industry mapping for USA
 
Code  Code CHL      N                                                 Industry label USA                                                 Industry label CHL
   12      1    12605                                                     Animal farming     Agriculture, livestock, hunting and related service activities
   13      1     1025                             Mixed plant growing and animal farming     Agriculture, livestock, hunting and related service activities
   14      1    14536       Services for Mixed plant growing and animal farming (exclude     Agriculture, livestock, hunting and related service activities
   15      1       23       Hunting, trapping and game propagation including related ser     Agriculture, livestock, hunting and related service activities
   20      2     3029                            Forestry and related service activities           Forestry, wood extraction and related service activities
   50      5    22983       Fishing, operation of fish hatcheries and fish farms/service            Fisheries, fish farming and services related to fishing
  101     10     2741                              Mining and agglomeration of hard coal                                  Coal, lignite and peat extraction
  102     10       20                                Mining and agglomeration of lignite                                  Coal, lignite and peat extraction
  103     10       72                                   Mining and agglomeration of peat                                  Coal, lignite and peat extraction
  111     11      199                      Extraction of crude petroleum and natural gas  Crude oil and natural gas extraction, and related service activit
  112     11       41       Service activities incidental to oil and gas extraction (exc  Crude oil and natural gas extraction, and related service activit
  120     12        3                                 Mining of uranium and thorium ores                                           Uranium and torio mining
  131     13      121                                       Mining of ferrous metal ores                                        Mining of metallic minerals
  132     13      650       Mining of non-ferrous metal ores, except uranium and thorium                                        Mining of metallic minerals
  141     14     2405       Quarrying of building or monumental stone, mining of ceramic                              Mining of other minerals and quarries
  142     14     1761        Other mining and quarrying n.e.c (not elsewhere classified)                              Mining of other minerals and quarries
  151     15     5503       Manufacturing, processing and preserving meat, Aquatic produ                                 Food and drink product manufacture
  152     15      186                                      Manufacture of dairy products                                 Food and drink product manufacture
  153     15     3537                          Grinding, producing flour and animal food                                 Food and drink product manufacture
  154     15     9677                                 Manufacture of other food products                                 Food and drink product manufacture
  155     15     1672                                     Manufacture of drinks products                                 Food and drink product manufacture
  160     16      419                                    Manufacture of tobacco products                                        Tobacco product manufacture
  171     17     2861        Producing fibre, textile weaving and finalizing textile pro                                        Textile product manufacture
  172     17     2417                             Manufacture of other textiles products                                        Textile product manufacture
  173     17      676          Manufacture of knitted and crocheted fabrics and articles                                        Textile product manufacture
  181     18    26241                Manufacture of wearing apparel (except fur apparel)                       Clothing and furs processing and manufacture
  182     18       49         Dressing and dyeing of fur, manufacture of articles of fur                       Clothing and furs processing and manufacture
  191     19      628        Tanning and dressing of leather and manufacture of luggage,  Leather processing, manufacture of luggage, handbags, leatherwear
  192     19     5807                                            Manufacture of footwear  Leather processing, manufacture of luggage, handbags, leatherwear
  201     20      861                                     Sawmilling and planing of wood  Production of wood and manufacture of wood and cork products with
  202     21     6321        Manufacturing product made from wood, bamboo, neohouzeaua a                               Paper and paper products manufacture
  210     21     1137                          Manufacture of pulp, paper and paperboard                               Paper and paper products manufacture
  221     22      296                                                         Publishing          Editorial, printing and recording reproduction activities
  222     22     1061                Printing and service activities related to printing          Editorial, printing and recording reproduction activities
  223     22       19                                     Reproduction of recorded media          Editorial, printing and recording reproduction activities
  231     23      107                                  Manufacture of coke oven products       Coke production, products from oil refining and nuclear fuel
  232     23       22                          Manufacture of refined petroleum products       Coke production, products from oil refining and nuclear fuel
  241     24     1102                                     Manufacture of basic chemicals                         Chemical and chemical products manufacture
  242     24     1467                             Manufacture of other chemical products                         Chemical and chemical products manufacture
  243     24        6                                     Manufacture of man-made fibres                         Chemical and chemical products manufacture
  251     25      376                                     Manufacture of rubber products                            Rubber and plastic products manufacture
  252     25      680                                   Manufacture of plastics products                            Rubber and plastic products manufacture
  261     26      471                            Manufacture of glass and glass products                 Manufacture of other non-metallic mineral products
  269     26     8834           Manufacture of other non-metallic mineral products n.e.c                 Manufacture of other non-metallic mineral products
  271     27      610                                Manufacture of basic iron and steel                                          Common metals manufacture
  272     27      371               Manufacture of basic precious and non-ferrous metals                                          Common metals manufacture
  273     27      212                                                   Casting of metal                                          Common metals manufacture
  281     28      784       Manufacture product from ready metal, barrel, tank, boiler (  Metal products manufacture, with the exception of machinery and e
  291     29      578                                   Manufacturing ordinary machinery                Machinery and equipment products manufacture N.E.C.
  292     29      647                            Manufacturing special purpose machinery                Machinery and equipment products manufacture N.E.C.
  293     31      102                           Manufacture of domestic appliances n.e.c                     Electrical equipment and appliance manufacture
  300     30       29          Manufacture of office, accounting and computing machinery  Manufacture of office, accounting, and information technology equ
  311     31      205        Manufacture of electric motors, generators and transformers                     Electrical equipment and appliance manufacture
  312     31       35       Manufacture of electricity distribution and control apparatu                     Electrical equipment and appliance manufacture
  313     31       66                            Manufacture of insulated wire and cable                     Electrical equipment and appliance manufacture
  314     31      143       Manufacture of accumulators, primary cells and primary batte                     Electrical equipment and appliance manufacture
  315     31       64               Manufacture of lighting equipment and electric lamps                     Electrical equipment and appliance manufacture
  319     31      153                    Manufacture of other electrical equipment n.e.c                     Electrical equipment and appliance manufacture
  321     31      308       Manufacture of electronic valves and tubes and other electro                     Electrical equipment and appliance manufacture
  322     32       72       Manufacture of television and radio transmitters and apparat         Radio, television and communications equipment manufacture
  323     32       88       Manufacture of television and radio receivers, sound or vide         Radio, television and communications equipment manufacture
  331     33      153       Manufacturing medical instrument and equipment, appliance fo  Manufacture of medical instruments, precision optics and watchmak
  332     33       22       Manufacturing optical instrument, cinema equipment, photo eq  Manufacture of medical instruments, precision optics and watchmak
  333     33        2                                  Manufacture of watches and clocks  Manufacture of medical instruments, precision optics and watchmak
  341     34      238                                      Manufacture of motor vehicles              Manufacture of automobiles, trailers and semitrailers
  342     34       65       Manufacture of bodies (coach work) for motor vehicles, Manuf              Manufacture of automobiles, trailers and semitrailers
  343     34       92        Manufacture of parts and accessories for motor vehicles and              Manufacture of automobiles, trailers and semitrailers
  351     35     1044                                    Building and repairing of ships             Manufacture of other types of transportation equipment
  352     35       99       Manufacture of railway and tramway locomotives and rolling s             Manufacture of other types of transportation equipment
  353     35        2               Manufacture and repairing of aircraft and spacecraft             Manufacture of other types of transportation equipment
  359     35      258                     Manufacture of other transport equipment n.e.c             Manufacture of other types of transportation equipment
  361     36    10379                                           Manufacture of furniture             Furniture manufacture, manufacturing industries N.E.C.
  371     37       57                                 Recycling of metal waste and scrap                                                          Recycling
  372     37       17                             Recycling of non-metal waste and scrap                                                          Recycling
  401     40     3418             Production, collection and distribution of electricity       Electrical, gas, steam and hot water supply and distribution
  402     40       40       Manufacture of gas, distribution of gaseous fuels through ma       Electrical, gas, steam and hot water supply and distribution
  403     40       61                       Production, distribution steam and hot water       Electrical, gas, steam and hot water supply and distribution
  410     41      972                 Collection, purification and distribution of water                    Water collection, purification and distribution
  451     45      525                                    Site preparation (construction)                                                       Construction
  452     45    33879       Building of complete constructions or parts thereof, civil e                                                       Construction
  453     45      389                                              Building installation                                                       Construction
  454     45      568                                                Building completion                                                       Construction
  455     71        6       Renting of construction or demolition equipment with operato  Rental of machinery and equipment without operators and of person
  501     50      156                                             Sale of motor vehicles  Sales, maintenance and repair of automobiles and motorcycles, ret
  502     50     2618                           Maintenance and repair of motor vehicles  Sales, maintenance and repair of automobiles and motorcycles, ret
  503     50      217                       Sale of motor vehicles parts and accessories  Sales, maintenance and repair of automobiles and motorcycles, ret
  504     50     4036       Sale, maintenance and repair of motor vehicles and motorcycl  Sales, maintenance and repair of automobiles and motorcycles, ret
  505     50      960                                     Retail sale of automotive fuel  Sales, maintenance and repair of automobiles and motorcycles, ret
  511     51      501                               Wholesale on a fee or contract basis  Wholesale sales and sales by commission, excluding automobile and
  512     51     2958       Wholesale of agricultural raw materials and live animals and  Wholesale sales and sales by commission, excluding automobile and
  513     51      934       Wholesale of textiles, clothing, footwear and other househol  Wholesale sales and sales by commission, excluding automobile and
  514     51     3311       Wholesale non-agriculture material, wasted material and wast  Wholesale sales and sales by commission, excluding automobile and
  515     51      406                     Wholesale of machinery, equipment and supplies  Wholesale sales and sales by commission, excluding automobile and
  519     51      673                                                    Other wholesale  Wholesale sales and sales by commission, excluding automobile and
  521     52    11948                              Retail sale in non-specialized stores  Retail sales, excluding sales of automobiles and motorcycles; rep
  522     52    11811       Retail sale of food, beverages and tobacco in specialized st  Retail sales, excluding sales of automobiles and motorcycles; rep
  523     52    18730        Other retail sale (except second-hand goods) in specialized  Retail sales, excluding sales of automobiles and motorcycles; rep
  524     52      187                         Retail sale of second-hand goods in stores  Retail sales, excluding sales of automobiles and motorcycles; rep
  525     52    48094                                          Retail sale in non-stores  Retail sales, excluding sales of automobiles and motorcycles; rep
  551     55     1707       Hotels, camping site and other provision of short-stay accom                                             Hotels and restaurants
  552     55    24370                                     Restaurants, bars and canteens                                             Hotels and restaurants
  601     60      915                                             Transport via railways                     Ground transportation, pipeline transportation
  602     60    25799                           Other scheduled passenger land transport                     Ground transportation, pipeline transportation
  603     60       13                                            Transport via pipelines                     Ground transportation, pipeline transportation
  611     61      452                                          Sea and coastal transport                                               Water transportation
  612     61     3383                                             Inland water transport                                               Water transportation
  620     62      105                                        Non-scheduled air transport                                                 Air transportation
  630     63     6014       Supporting transport activities, activities of travel agenci  Complementary and auxiliary transportation activities, travel age
  641     64     1967                                           National post activities                              Postal service and telecommunications
  642     64     1126                                                 Telecommunications                              Postal service and telecommunications
  651     65     2816                                            Monetary intermediation  Financial intermediary services, excluding financing of insurance
  659     65      283                                     Other financial intermediation  Financial intermediary services, excluding financing of insurance
  660     66      646       Insurance and pension funding (except compulsory social secu  Financing of insurance and pension plans, excluding those of mand
  671     67      235       Activities auxiliary to financial intermediation (except ins                        Activities auxiliary to financial mediation
  672     67       17              Activities auxiliary to insurance and pension funding                        Activities auxiliary to financial mediation
  701     73      710                            Studying and developing natural science                                           Research and development
  702     73       43              Studying and developing social science and humanities                                           Research and development
  711     70      170                  Business of real estate with ownership or renting                                             Real estate activities
  712     70        8                           Middleman-agency, auction of real estate                                             Real estate activities
  721     71       22                                Renting of land transport equipment  Rental of machinery and equipment without operators and of person
  722     71       16                           Renting of other machinery and equipment  Rental of machinery and equipment without operators and of person
  731     72        9                                               Hardware consultancy                        Information services and related activities
  732     72       16                                    Software consultancy and supply                        Information services and related activities
  733     72        6                                                    Data processing                        Information services and related activities
  734     72        1                                               Data base activities                        Information services and related activities
  735     72       32       Maintenance and repair of office, accounting and computing m                        Information services and related activities
  739     72       30                                  Other computer related activities                        Information services and related activities
  751     75    23038        Government management and management of economic and social  Public administration and defense, social security/insurance plan
  752     75      848                                   Activities serving whole country  Public administration and defense, social security/insurance plan
  753     75      183                              Compulsory social security activities  Public administration and defense, social security/insurance plan
  801     80    20189                                            Primary school training                                                          Education
  802     80    15481                                          Secondary school training                                                          Education
  803     80     1676                     Graduate education and post-graduate education                                                          Education
  809     80      968                            Night-time training and other education                                                          Education
  851     85    11111                                                  Health activities                       Social services and health sector activities
  852     85      509                                              Veterinary activities                       Social services and health sector activities
  853     85      721                                     Social work with accommodation                       Social services and health sector activities
  901     92     2132       Activities related to cinema, radio and television broadcast                      Entertainment, cultural and sports activities
  902     92      145                                             News-agency activities                      Entertainment, cultural and sports activities
  903     92      340                          Library and archives and other activities                      Entertainment, cultural and sports activities
  904     92      644                        Sporting and other entertainment activities                      Entertainment, cultural and sports activities
  920     90     1525       Activities of collecting waste, improving public sanitary an  Household waste and wastewater removal and treatment, and similar
  950     95     3096                           Private households with employed persons                          Private households with domestic servants
  990     98       40                         Extra-territorial organizations and bodies                       Extraterritorial organizations and organisms
 
 
Industry mapping for ZAF
 
Code  Code CHL      N                                                 Industry label ZAF                                                 Industry label CHL
   10     95    76741                           Private Households With Employed Persons                          Private households with domestic servants
   20     98       42                                        Exterritorial Organisations                       Extraterritorial organizations and organisms
   30     98      184                             Representatives Of Foreign Governments                       Extraterritorial organizations and organisms
  100      1        0                          Agriculture, hunting and related services     Agriculture, livestock, hunting and related service activities
  111      1    17333                   Growing of crops, market gardening, horticulture     Agriculture, livestock, hunting and related service activities
  112      1     7610                                                 Farming of animals     Agriculture, livestock, hunting and related service activities
  113      1     2112                  Growing of crops combined with farming of animals     Agriculture, livestock, hunting and related service activities
  114      1    33260                 Agricultural and animal husbandry services, except     Agriculture, livestock, hunting and related service activities
  115      1      223                  Hunting, trapping and game propagation, including     Agriculture, livestock, hunting and related service activities
  116      1       26                                   Production of organic fertilizer     Agriculture, livestock, hunting and related service activities
  120      2        0                             Forestry, logging and related services           Forestry, wood extraction and related service activities
  121      2     2903                                      Forestry and related services           Forestry, wood extraction and related service activities
  122      2      611                                       Logging and related services           Forestry, wood extraction and related service activities
  130      5        0             Fishing, operational of fish hatcheries and fish farms            Fisheries, fish farming and services related to fishing
  131      5     1249                                          Ocean and coastal fishing            Fisheries, fish farming and services related to fishing
  132      5       64                                     Fish hatcheries and fish farms            Fisheries, fish farming and services related to fishing
  210     10     3551                                         Mining of coal and lignite                                  Coal, lignite and peat extraction
  221     11       93                     Extraction of crude petroleum and natural gas;  Crude oil and natural gas extraction, and related service activit
  230     12    15226                                     Mining of gold and uranium ore                                           Uranium and torio mining
  240     13        0                                               Mining of metal ores                                        Mining of metallic minerals
  241     13      363                                                 Mining of iron ore                                        Mining of metallic minerals
  242     14     8097                                   Mining of non-ferrous metal ores                              Mining of other minerals and quarries
  250     14        0                                         Other mining and quarrying                              Mining of other minerals and quarries
  251     14      857                                 Stone quarrying, clay and sandpits                              Mining of other minerals and quarries
  252     14     1582              Mining of diamonds (including-ding alluvial diamonds)                              Mining of other minerals and quarries
  253     14      344                                        Mining and quarrying n.e.c.                              Mining of other minerals and quarries
  290     14      574                Service activities incidental to mining of minerals                              Mining of other minerals and quarries
  300     15        0                        Manufacture of food products, beverages and                                 Food and drink product manufacture
  301     15     2997                   Production, processing and preservation of meat,                                 Food and drink product manufacture
  302     15     1205                                      Manufacture of dairy products                                 Food and drink product manufacture
  303     15     1433                   Manufacture of grain mill products, starches and                                 Food and drink product manufacture
  304     15     4790                                 Manufacture of other food products                                 Food and drink product manufacture
  305     15     2571                                           Manufacture of beverages                                 Food and drink product manufacture
  306     16      381                                    Manufacture of tobacco products                                        Tobacco product manufacture
  310     17        0                Manufacture of textiles, clothing and leather goods                                        Textile product manufacture
  311     17     1221                        Spinning, weaving and finishing of textiles                                        Textile product manufacture
  312     17     2728                                      Manufacture of other textiles                                        Textile product manufacture
  313     17     1168                   Manufacture of knitted and crocheted fabrics and                                        Textile product manufacture
  314     18    11059                 Manufacture of wearing apparel, except fur apparel                       Clothing and furs processing and manufacture
  315     18       31                Dressing and dyeing of fur; manufacture of articles                       Clothing and furs processing and manufacture
  316     19      762                    Tanning and dressing of leather; manufacture of  Leather processing, manufacture of luggage, handbags, leatherwear
  317     19     1586                                            Manufacture of footwear  Leather processing, manufacture of luggage, handbags, leatherwear
  320     20        0                    Manufacture of wood and of products of wood and  Production of wood and manufacture of wood and cork products with
  321     20     1788                                   Saw milling and plaining of wood  Production of wood and manufacture of wood and cork products with
  322     20     2227                   Manufacture of products of wood, cork, straw and  Production of wood and manufacture of wood and cork products with
  323     21     2695                            Manufacture of paper and paper products                               Paper and paper products manufacture
  324     22     1049                                                         Publishing          Editorial, printing and recording reproduction activities
  325     22     3100                Printing and service activities related to printing          Editorial, printing and recording reproduction activities
  326     22       23                                     Reproduction of recorded media          Editorial, printing and recording reproduction activities
  330     23        0                Manufacture of coke, refined petroleum products and       Coke production, products from oil refining and nuclear fuel
  331     23      334                                  Manufacture of coke oven products       Coke production, products from oil refining and nuclear fuel
  332     23     1877                                Petroleum refineries / synthesisers       Coke production, products from oil refining and nuclear fuel
  333     23     1423                                         Processing of nuclear fuel       Coke production, products from oil refining and nuclear fuel
  334     24     1862                                     Manufacture of basic chemicals                         Chemical and chemical products manufacture
  335     24     3450                             Manufacture of other chemical products                         Chemical and chemical products manufacture
  336     24       25                                     Manufacture of man-made fibres                         Chemical and chemical products manufacture
  337     25     1450                                     Manufacture of rubber products                            Rubber and plastic products manufacture
  338     25     2016                                    Manufacture of plastic products                            Rubber and plastic products manufacture
  340     26        0                 Manufacture of other non-metallic mineral products                 Manufacture of other non-metallic mineral products
  341     26      889                            Manufacture of glass and glass products                 Manufacture of other non-metallic mineral products
  342     26     3831                 Manufacture of non-metallic mineral products n.e.c                 Manufacture of other non-metallic mineral products
  350     27        0             Manufacture of basic metals, fabricated metal products                                          Common metals manufacture
  351     27     5683                                Manufacture of basic iron and steel                                          Common metals manufacture
  352     27      939               Manufacture of basic precious and non-ferrous metals                                          Common metals manufacture
  353     27      467                                                  Casting of metals                                          Common metals manufacture
  354     28     1149                   Manufacture of structural metal products, tanks,  Metal products manufacture, with the exception of machinery and e
  355     28     7502                    Manufacture of other fabricated metal products;  Metal products manufacture, with the exception of machinery and e
  356     29     1672                           Manufacture of general purpose machinery                Machinery and equipment products manufacture N.E.C.
  357     29     2487                           Manufacture of special purpose machinery                Machinery and equipment products manufacture N.E.C.
  358     31      805                         Manufacture of household appliances n.e.c.                     Electrical equipment and appliance manufacture
  359     30      387                    Manufacture of office, accounting and computing  Manufacture of office, accounting, and information technology equ
  360     31        0                  Manufacture of electrical machinery and apparatus                     Electrical equipment and appliance manufacture
  361     31      223                     Manufacture of electric motors, generators and                     Electrical equipment and appliance manufacture
  362     31      183                Manufacture of electricity distribution and control                     Electrical equipment and appliance manufacture
  363     31      195                            Manufacture of insulated wire and cable                     Electrical equipment and appliance manufacture
  364     31      244                     Manufacture of accumulators, primary cells and                     Electrical equipment and appliance manufacture
  365     31      170               Manufacture of electric lamps and lighting equipment                     Electrical equipment and appliance manufacture
  366     31      619                   Manufacture of other electrical equipment n.e.c.                     Electrical equipment and appliance manufacture
  370     32        0                 Manufacture of radio, television and communication         Radio, television and communications equipment manufacture
  371     31      223               Manufacture of electronic valves and tubes and other                     Electrical equipment and appliance manufacture
  372     32      203                   Manufacture of television and radio transmitters         Radio, television and communications equipment manufacture
  373     32      185                     Manufacture of television and radio receivers,         Radio, television and communications equipment manufacture
  374     33      349                  Manufacture of medical appliances and instruments  Manufacture of medical instruments, precision optics and watchmak
  375     33      129                Manufacture of optical instruments and photographic  Manufacture of medical instruments, precision optics and watchmak
  376     33       30                                  Manufacture of watches and clocks  Manufacture of medical instruments, precision optics and watchmak
  380     35        0                                 Manufacture of transport equipment             Manufacture of other types of transportation equipment
  381     34     4378                                      Manufacture of motor vehicles              Manufacture of automobiles, trailers and semitrailers
  382     34      422              Manufacture of bodies (coachwork) for motor vehicles;              Manufacture of automobiles, trailers and semitrailers
  383     34     1863                     Manufacture of parts and accessories for motor              Manufacture of automobiles, trailers and semitrailers
  384     35      282                          Building and repairing of ships and boats             Manufacture of other types of transportation equipment
  385     35      119                 Manufacture of railway and tramway locomotives and             Manufacture of other types of transportation equipment
  386     35      239                           Manufacture of aircraft and space-craft-             Manufacture of other types of transportation equipment
  387     35       81                          Manufacture of transport equipment n.e.c.             Manufacture of other types of transportation equipment
  390     36        0                    Manufacture of furniture; manufacturing n.e.c.;             Furniture manufacture, manufacturing industries N.E.C.
  391     36     2466                                           Manufacture of furniture             Furniture manufacture, manufacturing industries N.E.C.
  395     37      357                                                   Recycling n.e.c.                                                          Recycling
  410     40        0                       Electricity, gas, steam and hot water supply       Electrical, gas, steam and hot water supply and distribution
  411     40     3928             Production, collection and distribution of electricity       Electrical, gas, steam and hot water supply and distribution
  412     40      221                  Manufacture of gas; distribution of gaseous fuels       Electrical, gas, steam and hot water supply and distribution
  413     40      103                                         Steam and hot water supply       Electrical, gas, steam and hot water supply and distribution
  420     41     1582                 Collection, purification and distribution of water                    Water collection, purification and distribution
  500     45        0                                                       Construction                                                       Construction
  501     45      398                                                   Site preparation                                                       Construction
  502     45    28294               Building of complete constructions or parts thereof;                                                       Construction
  503     45     6649                                              Building installation                                                       Construction
  504     45     6217                                                Building completion                                                       Construction
  505     45      645               Renting of construction of demolition equipment with                                                       Construction
  610     51        0                    Wholesale and commission trade, except of motor  Wholesale sales and sales by commission, excluding automobile and
  611     51     4043                         Wholesale trade on a fee or contract basis  Wholesale sales and sales by commission, excluding automobile and
  612     51     3468                     Wholesale trade in agricultural raw materials,  Wholesale sales and sales by commission, excluding automobile and
  613     51     2084                                Wholesale trade in house-hold goods  Wholesale sales and sales by commission, excluding automobile and
  614     51     4743                   Wholesale trade in non-agricultural intermediate  Wholesale sales and sales by commission, excluding automobile and
  615     51     4117               Wholesale trade in machinery, equipment and supplies  Wholesale sales and sales by commission, excluding automobile and
  619     51     1312                                              Other wholesale trade  Wholesale sales and sales by commission, excluding automobile and
  620     52        0           Retail trade, except of motor vehicles and motor cycles;  Retail sales, excluding sales of automobiles and motorcycles; rep
  621     52    18862                             Non-specialised retail trade in stores  Retail sales, excluding sales of automobiles and motorcycles; rep
  622     52    14536                     Retail trade in food, beverages and tobacco in  Retail sales, excluding sales of automobiles and motorcycles; rep
  623     52    22301              Other retail trade in new goods in specialised stores  Retail sales, excluding sales of automobiles and motorcycles; rep
  624     52      593                        Retail trade in second-hand goods in stores  Retail sales, excluding sales of automobiles and motorcycles; rep
  625     52     4193                                         Retail trade not in stores  Retail sales, excluding sales of automobiles and motorcycles; rep
  630     50        0                 Sale, maintenance and repair of motor vehicles and  Sales, maintenance and repair of automobiles and motorcycles, ret
  631     50     3425                                             Sale of motor vehicles  Sales, maintenance and repair of automobiles and motorcycles, ret
  632     50     8830                          Maintenance and re-pair of motor vehicles  Sales, maintenance and repair of automobiles and motorcycles, ret
  633     50     2150                        Sale of motor vehicle parts and accessories  Sales, maintenance and repair of automobiles and motorcycles, ret
  634     50       92                   Sale, maintenance and repair of motor cycles and  Sales, maintenance and repair of automobiles and motorcycles, ret
  635     50     4859                                     Retail sale of automotive fuel  Sales, maintenance and repair of automobiles and motorcycles, ret
  640     55        0                                             Hotels and restaurants                                             Hotels and restaurants
  641     55     4666            Hotels, camping sites and other provision of short stay                                             Hotels and restaurants
  642     55    12538                                    Restaurants, bars and can-teens                                             Hotels and restaurants
  710     60        0                           Land transport; transport via pipe-lines                     Ground transportation, pipeline transportation
  711     60     5843                                                  Railway transport                     Ground transportation, pipeline transportation
  712     60    13039                                               Other land transport                     Ground transportation, pipeline transportation
  713     60       53                                            Transport via pipelines                     Ground transportation, pipeline transportation
  720     61        0                                                    Water transport                                               Water transportation
  721     61      852                                    Sea and coastal water transport                                               Water transportation
  722     61       45                                             Inland water transport                                               Water transportation
  730     62      946                                                      Air transport                                                 Air transportation
  741     63     6272          Supporting and auxiliary transport activities; activities  Complementary and auxiliary transportation activities, travel age
  750     64        0                                         Post and telecommunication                              Postal service and telecommunications
  751     64     2807                              Postal and related courier activities                              Postal service and telecommunications
  752     64     6087                                                  Telecommunication                              Postal service and telecommunications
